condition,correct,example_id,margin,prediction,rank,seed,target
consequent_swap,1,967,11.48715877532959,70,1,37,70
entailed,1,968,11.008526802062988,59,1,37,59
fact_mismatch,1,969,7.298610687255859,6,1,37,6
rule_lhs_mismatch,1,970,20.18975067138672,6,1,37,6
consequent_swap,1,971,3.905782699584961,31,1,37,31
entailed,1,972,10.13343620300293,34,1,37,34
fact_mismatch,1,973,24.404277801513672,6,1,37,6
rule_lhs_mismatch,1,974,28.889299392700195,6,1,37,6
consequent_swap,1,975,10.285636901855469,69,1,37,69
entailed,0,976,-0.8828840255737305,6,2,37,50
fact_mismatch,1,977,28.96552276611328,6,1,37,6
rule_lhs_mismatch,1,978,27.926673889160156,6,1,37,6
consequent_swap,1,979,8.06315803527832,59,1,37,59
entailed,1,980,14.973050117492676,21,1,37,21
fact_mismatch,1,981,28.59665298461914,6,1,37,6
rule_lhs_mismatch,1,982,26.915138244628906,6,1,37,6
consequent_swap,1,983,9.502578735351562,7,1,37,7
entailed,1,984,12.404653549194336,69,1,37,69
fact_mismatch,1,985,27.199195861816406,6,1,37,6
rule_lhs_mismatch,1,986,23.739730834960938,6,1,37,6
consequent_swap,1,987,4.837848663330078,58,1,37,58
entailed,1,988,11.88003158569336,8,1,37,8
fact_mismatch,1,989,25.056201934814453,6,1,37,6
rule_lhs_mismatch,1,990,27.81772804260254,6,1,37,6
consequent_swap,1,991,12.369328498840332,52,1,37,52
entailed,1,992,6.869363784790039,29,1,37,29
fact_mismatch,1,993,25.510393142700195,6,1,37,6
rule_lhs_mismatch,1,994,29.55297088623047,6,1,37,6
consequent_swap,1,995,9.389511108398438,8,1,37,8
entailed,1,996,6.634041786193848,7,1,37,7
fact_mismatch,1,997,28.382213592529297,6,1,37,6
rule_lhs_mismatch,1,998,23.213333129882812,6,1,37,6
consequent_swap,1,999,12.244104385375977,13,1,37,13
entailed,1,1000,9.702413558959961,39,1,37,39
fact_mismatch,1,1001,28.333599090576172,6,1,37,6
rule_lhs_mismatch,1,1002,27.25677490234375,6,1,37,6
consequent_swap,0,1003,-8.964900970458984,6,2,37,43
entailed,1,1004,11.121935844421387,45,1,37,45
fact_mismatch,1,1005,30.69159507751465,6,1,37,6
rule_lhs_mismatch,1,1006,26.292551040649414,6,1,37,6
consequent_swap,1,1007,7.946963310241699,9,1,37,9
entailed,1,1008,12.072914123535156,69,1,37,69
fact_mismatch,1,1009,29.137300491333008,6,1,37,6
rule_lhs_mismatch,1,1010,22.41042709350586,6,1,37,6
consequent_swap,1,1011,12.49995231628418,42,1,37,42
entailed,1,1012,3.1832332611083984,54,1,37,54
fact_mismatch,1,1013,24.292095184326172,6,1,37,6
rule_lhs_mismatch,1,1014,17.703086853027344,6,1,37,6
consequent_swap,1,1015,8.505475997924805,65,1,37,65
entailed,1,1016,8.64295768737793,63,1,37,63
fact_mismatch,1,1017,25.65644645690918,6,1,37,6
rule_lhs_mismatch,1,1018,25.95400047302246,6,1,37,6
consequent_swap,1,1019,13.828140258789062,65,1,37,65
entailed,1,1020,9.308568000793457,17,1,37,17
fact_mismatch,1,1021,28.115402221679688,6,1,37,6
rule_lhs_mismatch,1,1022,26.56863784790039,6,1,37,6
consequent_swap,1,1023,6.86464786529541,28,1,37,28
